userName,content,score
punkpunk jmz,Versi baru diupdate malah susah untuk login. Kacau cimb,1
Irvfan Rivfai (IrvfaN),Jadi makin gak bener.... Tambah lemot + Lola... Mau transfer gagal terus.... Makin mengecewakan...,1
Tatan Ton,"Setelah di update malah makin lemot,jaringan baguspun akses lambat",1
IRMA GOLF Jual Beli Stick Golf dan Fitting,Upgrade malah jadi lemot banget,2
Egi Dewa,Tolong perbaikin lagi.. ini transfer shopee dri td gagal trs server eror... sblm update aman aja..,1
Sudarsa Jaya,"Aplikasi versi terbaru sangat lelet, melakukan transaksi tdk bisa sama sekali",1
Y.G.F. chenel,Di perbaharui malah makin buruk,1
Ongen Janeman,"Ini aplikasinya abal2 bos,, koq diperbaharui nggak makin canggih malah makin lelet,,bikin ribet,, loading utk masuk nya aja lama banget,, mending kita pake aplikasi yang lama,, koq transferan nya nggak bisa masuk, udah masukin sandi malah nggak jadi, disuruh hubungi cs lagi,,",5
Janu Fit,"Semenjak di perbaharui aplikasi nya jadi lemot parah, knpa Yaa?? Pdhal mbanking cmb ini dlu bgs, sngaat membantu saya sekali....",3
Nengah Partama,Lemot banget ! Dan menu bertele - tele. Baru upgrade malah makin lemot dan tidak bisa transaksi...,1
Hendra Yr,"Baru di perbarui malah gk bisa tf, jadi bingung ngegunainnya, enak pasca belum di upgread. Mohon di tindak lanjutin",1
aji wibowo,Knp jd lemot dan ribet ya...,1
Muhammad Haikal,Semenjak di updet jadi ngga jelas dan susah buat transaksi tambah makin lemot makin parah asli kecewa sebagai pengguna.,1
Yudha Cahya,"Bagusan yg dulu lah, lemot banget sekarang, kalo belom sempurna apknya jangan di release dulu lah!!",1
M Cahyo,"Update bukan tambah bagus malah buruk,Kalo bank masih miskin jangan sok2 buat aplikasi berat2",1
Triyana selvi,Gimana sih udh di-update bukanya makin cpt malah makin ribet. Klo mau ada yg diperbarui seharusnya diuji coba dlu jangan malah menyulitkan nasabah.mau transaksi aja susah bngt hrs tlpn call center.,1
Adit Wahyu Pratama,"Bagaimana ini? Setelah update versi terbaru tidak bisa log in selalu ""checking for device threats"" SAYA SEDANG URGENT...",1
Yusri Yusuf,"Lemot di versi sekarang, hadeeh stresss gue",1
Indra Setiawan,bukannya makin sip malah makin lemot susah buat ngapa2,1
Elsan Sulaeman,Parah rekpon dari pagi sampai malem masih error apa tidak punya teknisi untuk memperbaikinya kasian para ojol mau ngambil uang jadi ga bisa tolong responnya ditingkatkan ketika ada error,1
dadang murdiansyah,"Parah,update yang baru bukanya baik tapi buruk",1
Imam Ihsani,Semenjak saya melakukan pembaruan aplikasi ini jadi tidak bisa transfer uang ke bank lain,1
Uda Erizal,"Sebelum update masih enak login pakai sidik jari,eeh setelah update malah balik kejaman batu,pakai user id lagi,bukannya makin enak malah makin ribet,mana password nya udah lupa lagi,di Mobile bangking yg lain bikin nyaman nasabahnya ,ini malah makin ribet.jadi mohon maaf rate nya di turunin dl,sampai ada update yg memudahkan nasabah.",2
kastoni,"Kenapa setelah pembaharuan aplikasi selalu mengalamani ganguan signal,, tim IT CIMB ga bisa kerja.. Payah Kalah dengan BCA.BRI.MANDIRi Urusan seperti ini saja selalu buat susah,, bagaimana saya mau melakukan transaksi jika sya tidak bawa ATM.",1
M Z A I N I,Apk yg baru tambah mumet mumet kayak kepala pusing ....sangat gak membantu,1
Ilham Habib,Terbaik,5
Siti Trisnawati,Semenjak di perbaharui loading terlalu lama,2
diyan santoso,"Di update kok error, klihtan kurang sekali",1
Prisca Karina,Kemaren malem ada penberitahuan bahwa octo click dalam perbaikan sistem sampe jam 10 pagi. Jam 11 mau pake minta update aplikasinya. Trus udah bisa kebuka tampilan baru. Eh lemot nya kebangetan trus eror trus sampe malem. Sampe gak bisa transfer. Gimana nih masa tampilan baru malah tambah lemot bgt bgt bgt. Plis kalo gini trus terpaksa ganti bank,1
Refi Nurdiansyah,"kalau ganti device harus ke cabang tanpa bisa di selesaikan di CS,aplikasi bank paling ruwet se indonesia nyusahin customer saja beda sama bank lain tiap ganti device biasa aja",1
Nanda Tio,Makin parah.. Buat login aja sama transfer gak bisa²,1
Eko Purwanto,"update aplikasi malah id jadi k blokir,karena transaksi gagal terus,padahal masukin pin sudah sesuai,tp ttep gagal dan harap menghubungi cs cimb 👊👊👊👊",1
Ronny YT,Oke,5
Ferry Nuramdoni,"Update versi 9 februari 2023, parah susah mau login juga",1
Agung Wahyu Dwi Santoso,Setelah diminta untuk update malah ga bisa login dan keterangan HP di root padahal HP ga di root dan sebelumnya normal saja hanya lemot,1
Yustianus Angkat,Sangat parah dan mengecewakan. Bukannya lebih bagus malah makin buruk. Login aj susah banget. Apa lagi soal tranfer. Jgn harap berhasil. Pembaharuan yg super buruk.,1
Wawan Permana,Setelah di upgred aga berat aplikasinya tlong di perbaiki lg,5
Mery Silfanus,Mantul,5
Diki Akbar,"jadi lemot banget , dikit2 kesalahan",1
su trisno,Aplikasinya berat bnget loadingnya lama...,1
Rivan benu,"Ga bisa transfer bos,tolong perbaiki lagi",1
Agus Surono,"Setelah diperbaharui versi baru susah masuknya loading terus, bagusan versi yg lama, ini dr td login malah gabisa,tranfer dah masukan ga bisa( server error hub call center) tlp call center suruh menunggu smp 5 menit msh saja menunggu, beda ma bank lain",2
F2racing exhaust chanel,"Di upgrade makin ga jelas . Ini malah payah banget loading nya lamaaaa bin gagal.. bayar2 kartu kredit makin susah error' terus , bego banget ini IT yang upgrade..",1
Ahmad Deni,Setelah update kirain makin lancar loadingnya ternyata makin parah.. Mau transaksi aja loadingnya 7hari..bangke!,1
Herry Setyawan,"Di update malah jelek . Padahal sinyal wifi udah kenceng , masih aja loading muter2... Kembalikan seperti dulu lagi aja .",1
Happy Priyanti,"Setelah diupdate malah g bisa login,ini gmn octo?malah bikin ruwet",1
Aldi Irwansyah,"Baru update bukanya tambah bagus malah tambah ancur. Tf gagal mulu, loading lamanya minta ampun.",1
John Nathanael,"Sejak update gabisa transfer, apaan coba, mana udh nelpon cs sampe pulsa habis tetep ga membantu",1
Agus Hari,"Setelah update malah tidak bisa di gunakan,,transfer gagal terus",1
Berz Keren,Loading lama banget sehabis di update...sama login nya juga susah banget,3
Fa nesah,"Octo mobile skrng gabisa di percepat lagi apa gimana si? Susah banget pending terus,ga laku buat orang yang lagi buru² buat transfer!!!",1
Iman Omni,"Parah jadi lemot transaksi gagal terus , apk gak jelas bikin pusing , duit jadi gak bisa diambil srh ambil kebank , mohon segera diperbaiki Krn diwajibkan update tapi malah jadi gak jelas. Mengecewakan sekali dan buruk.",1
Iksan Hidayattulloh,"Transaksi dari siang sampai skrng gk bisa bisa, semenjak di perbarui hadeh",1
Eit Fenthri,Masa habis di perbaharui harus masukin user id lagi...aplikasi yg sangat ribet..saya kan lupa user id nya trus di suruh klik lupa user id...setelah saya masukin malah ga bisa2....jadi sekarang aplikasinya ga bisa di pake lagi hadeeeee males banget,3
Safryan Dwi Cahya,Kenapa tidak bisa digunakan saat transfer Kenapa jadi sangat buruk setelah pembaruan,1
Ridwan Jayadi,diperbarui malah makin gajelas seolah saya yang ga ada sinyal padahal sudah jelas penuh sinyal saya,2
Rony Rusydi,"Sumpah lemot banget abis update, mau transfer dari sore gak bisa2.. balikin sebelum aja",1
Ar khan,"Responnya skarang lama,giliran udah masuk mau topup ewallet gak bisa",2
Abdul Syukur,Abis update jadi super lemod.... Error2 terus,3
Triesno Mbetem,Abis d update mlah GK bsa d pake .. buat tf GK bsa buat transaksi tanpa kartu gak bisa .. mohon perbaikan nya,3
Farrel alfatih,"Aplikasinya baru tapi pas buka aplikasi rasanya lemot banget, mau login ribet jadinya. Tolong di perbaiki yaa",3
Rhamdani Putra,Jadi lemot,2
Husni Dellavega,Lemot,1
Jhon yoans Angelovaro,KAU SURUH UPDET.. TAPI APK LAU MALAH LEMOT... YANG BENAR DONK BIKIN APLIKASI,1
Muhammad Faza,Haduuuuuh maaf dari awal ini udah agak lambat dari loginnya.Tanggal 17- 18 di perbaharui dengan tampilan baru jadi makin loadiiiiiiiing mulu.kesal saya tadi mau narik pakai Octo mobile muter2 Mulu loading.Sampai saya pulang lagi ke rumah ngambil kartu ATM nya.Mana lagi buru2 mau beli aki motor saya mogok🤦.Mendingan GK usah di perbaharui deh aplikasinya mending yang kaya kemarin aja.skarang mau tf susah mesti ke ATM.Siapa sih yang punya usul perbaharui aplikasi.kaya BRImodong cepet GK Lola,1
Wisanto Rustiadi,"Aplikasi baru buka nya Lelet amet, stiap ganti halaman Muter"" Lelet. Mending versi yg lama Cepet mudah. Trus mau transfer slalu gagal TERTULIS internal server eror.. Kirain sy doang yg alamin, ekh liat ulasan"" Trnyata byk yg kecewa😁",1
endah ambarwati,Udah pembaharuan jd lemot trus mo transaksi transfer mlh g bisa pedahal pin ny udah bnr mlh ket. Terjadi kesalahan terus. 18/2/2023,2
Agus Abdullah Mukti,Habis update tambah hancur..gak bisa login...pascode tidak terkirim²..wkwkw,1
adhen ikhsan,"abis up grade malah bingung... Ga bisa log in pake sidikkk jarii... gimana nii, tolong perhatian nyaa dong admin....",1
lutfiyyah az,"Diperbaharui bukanya tambah bagus malah makin lemot banget, transfer sama isi ewallet lama banget 1 jam ga kelar kelar gagal trs padahal jaringan internet bagus",1
Triznoo Sy,"Setelah update ke aplikasi baru makin kacau, gk bisa login eror mulu, klo aplikasi belum siap ngapain launching...parah",1
Arrashya Ibrayusmaristian,"Hbs diperbarui bukannya makin bagus malah bakin hancur, lemot g jelas. G diperbaharui apk g bisa dipakai. Saya sering melakukan transaksi mobile banking. Ini mau bikin 1 transaksi aja g bisa2. Tolong dong ini bagaimana. Setiap transaksi jd terhambat",2
Heri H,Parah malah ribet semenjak pembaruan,1
Kahfi Bahktiar,Setelah update Jadi loading terus pas mau transaksi.. ud nungguin lama gtw nya malah keluar notifikasi gagal.. terjadi kesalahan silahkan hubungi 14041.. di update bukan nya tambah mudah malah jd nyusahin bikin emosi.. kecewa,1
Achmad Baihaki,Setelah aplikasi octo mobile di update ke Versi terbaru aplikasi jadi lebih lambat... sehingga mengganggu kegiatan transaksi di octo mobile.. mohon di perbaiki.. terima kasih..,2
Fikri Ardana,"Lemot banget, sangat tidak nyaman, perlu perbaikan lagi",1
ramdan agus salam,lemot parah... saran aja buat yang laen... applikasi ini sangat amat tidak rekomendasi.,1
XV0,"Di update aplikasi bukanya jadi baik tapi malah leletnya minta ampun, siap2 aja pada males make aplikasi ini",1
Doma iLyas,"apa dahh, abis update malah lemot. katanya jaringan ga ada, padahal jaringan bagus.",3
HRT Project,Aplikasi terparah yang pernah ada,1
Refan Fan,setelah update bukannya enak malah tambah lemot,2
Muy Andrianto,Ini kenapa update versi terbaru malah gk bisa login ya? Mau transaksi jadi susah.. hadehhh klo i.t nya blm siap untuk pengembangan jgn di paksakan.. versi terbaru berat sekali kerja nya. Sangat mengganggu transaksi kerja saya.,1
Iman Anurhadi,"Kacau Aplikasi mbanking ini dgn versi yg lama udh berat loadingnya update yg baru sekarang makin berat padahal signal atw jaringan hp sy fulln mantab kuota jg bnyk pindah ke wifi jg sama aja berat juga, tolong dong pihak IT bank CIMB niaga aplikasi mbankingnya d permudah pemakaian n loadingnya yg cepat jd nasabah bisa terbantu cepat untuk transaksi n membuka aplikasi mbanking CIMB niaganya, masa sekelas CIMB niaga bikin aplikasi mbankingnya ngeribetin nasabah n lemot, nasabah bisa kabur dah",1
brechkovsky skyter,"update baru tapi transfer gak bisa, aplikasi tambah berat UI nya... tolonglaahh pikirkan warga hp kentangg...",1
Isak Nurbaiki,"Tolong perbaiki lahh Orang lg perlu buru"" Stelah diperbaharui malah lemot banget ga bsa digunakan. Harusnya membantu bukan malah mempersulit cookkkk",1
ANP chanel,Di paksa update aplikasi tapi malah ga bisa buat transaksi Mau tarik tunai aja susah banget,1
Diy Proyektor Indonesia,"Saya edit , semenjak update hari ini 18/2/2023 aplikasi close , sudah restart , hapus cache apalah tetep close sendiri , sebelumnya normal jaya sebelum update , mohon perbaiki bug nya",1
Ahmad Efendi,"Seperti apk trial banyak bug nya..transaksi jd rumit karna loding lama sekali,dan banyak eroor",3
Tria Hartono,"Setelah Update aplikasi tidak bisa digunakan, tidak bisa login",1
ipul sopian,"Semenjak pembaharuan,, jadi susah transaksi,, loading nya lama... Klo belum siap untuk pembaharuan jgn dulu,,, karena kita buat transaksi susah... Tolong perbaiki lagi iT nya,,, kurang bagus...",1
ariyadi gombong,"Parah aplikasi update yg sekarang,lelet dan gagal transaksi terus",1
Herman Drone,Udah 4 tahun pakai lancar dan cepat respon aplikasi nya. Tapi setelah pembaruan aplikasi dan tampilam terbaru sangat lambat proses login. Pokoknya setelah pembaruan malah bikin dongkol.. Sorry terpaksa review seperti ini..,3
Yogi Priyanto,"Makin parah ,tidak maksimal 😭",1
Rachmat Hidayat,Di update malah parah sering log out sendiri,2
Rupia Rupia,Sangat mengecewakan. Setelah di updet jadi lemot parah. Bukan mempermudah malah nyusahin,1
Farriz Akmal,Semenjak update parah semua transaksi ga bisa loding lama transaksi gagal terus jadi kecewa,1
asep udin,Aplikasi ga guna abis di perbarui malah ga bisa log in,1
Defi Indarwati,Aplikasi octo di update malah ga bisa di gunain..padahal yg sebelumnya lancar sebelum di perbaharui,1
bondian purupuru,Aq kira setelah di update bakalan jd lebih bagus.. Malah jd BUSUK gini.. Bagusan versi sebelumya.. Jd lemot bget sumpah bikin emosi.. Tolong admin diurus SEGERA ini kl ga mau di tinggal pengguna..,1
Syaiful Abdi Siregar,"Makin lambat dan berat dalam koneksinya, hingga mempengaruhi transaksi yg lelet..",1
长人ㄇㄇㄩ ノ丂ズム刀Ðム尺,"Sudah update malah gak busa di buka,,",1
Aldiansyah Adhar,kureng,1
Rian Aryadi,Setelah update malah susah buat digunakan aplikasinya lemot,1
Joko Darmawan,Susah tranfer no pin benar harus hob no....,3
Widiari Haryanto,Setelah di update malah gak karuan karuan.... Susah login.. Lambat.....,1
Muhammad Zamroni,"Aplikasi bapuk, setelah di perbarui malah susah login, ditambah kalo udah masuk lemot bgt mau ngaksesnya, padahal waktu masih versi lama gampang bgt masuknya, ga usah dibalas komplin saya ini paling yg jawab auto teks / mesin",1
Lin G,Aplikasi rusak. Tidak bisa di gunakan setalah update versi terbaru ini. Bug dan bug,1
Fauzia Nur,Apliksi d perbarui mkin lama,2
Putri Maharani,"Semenjak di update kirain makin bagus trnyata jd makin lemot, makin lama, loading lama bgt setiap mau buka apa².",1
Wail Mustakim,"Versi lama lebih bagus, enak simple, update terbaru lemot jelek kurang suka",4
Risdayanti Mukharima,"Upgrade versi terbaru, tampilannya emg bagus tp lemotnya minta ampun, utk login saja btuh 15 menit dan gagal sistem ngeclose sendiri trs app nya",1
ryoma Indra,Kenapa sekarang tidak bisa login dengan alasan perangkat root?? Padahal perangkat saya normal!,1
Ferdinand Rejeki Tarigan,"Kenapa setelah update ,mau transaksi jaringan selalu error ? Lebih bagus sebelum update tidak pernah ada masalah jaringan mau transaksi dimanapun,bahkan dengan kecepatan internet rendah.",1
Muhammad Agustian,"Kecewa, padahal masih ada saldonya tp buat melakukan TF tidak bisaa",1
Aji Muhamad,Kecewa banget sih jadi gak bisa login biasanya login cuma pake sidik jari sekarang malah gak bisa login sama sekali 👎,1
Jalal Ludin,Di update bukan lebih bagus malah menyusahkan,1
MUSTAQIM,Versi update 3.0 tidak bisa berjalan saat di HP tsb diisntal aplikasi Anydesk. Melelahkan. HP Oppo F11 Pro,1
Gilang Pradana,Minta update! Setelah update bukan nya lebih mudah malah mempersulit! Tarik tunai gagal terus! Mana kartu atm expired belum di perbaharui. 💩💩💩,1
KP- NELI AGUSTINA,Habis di update malah jadi lemot dan gak bisa di gundakan ?.sangat buruk update ya,1
bayu minja,"Baru di update langsung gk bisa dibuka,langsung error.... Apa2an ini,nyesel ku update jd gk bisa transaksi.... Kembalikan ke update semula gimana cara nya",1
kapten juys,ga bisa masuk apk error,1
onnopiss_,Paraaaahhh.. Jelek banget Semenjak updute terbaru sulit untuk mengakses aplikasinya.. Pengguna octo banyak² istigfar deh,1
Anton x friend,Versi baru nya kusut lama banget trus transaksi juga kagak bisa,1
Pempers Sweety,Makin ga bener nie aplikasi,1
Indah Indah,"Setelah di update malah lemot,,kleler² lama muter2 lama",1
oriza parisuta,Sejak di upgrade malah jadi kacau. Lemot. Ga bisa transaksi apa apa..,1
Dennymov Tv,Saya nasabah CIMB Niaga .. sudah lama Dan saya sangat suka menggunakan octo namun setelah pembaruan octo mobile tidak maksimal.. banyak kekurangan di octo mobile.. tolong diperbaiki.. lebih baik TIDAK USAH DIPERBARUI Dari pada harus jadi seperti ini.,1
Da Se Chusdiat,"UPDATE ko malah nyusahin, saya butuh transaksi jadi eror terus (transaksi tidak dapat diteruskan)terus bagaimana ini?",1
Siti Fatimah,"Kenapa pas update versi terbaru, malah jadi lemot aplikasinya tidak seperti versi sebelumny, dan saya ingin transaksi apapun selalu gagal. Coba lagi coba lagi terus. . Tolong jika ada pembaharuan harusnya lebih baik dari versi sebelumnya. Semoga segera di perbaiki.",2
Fita Tyas,"Ini update terbaru, kirim passcode tapi tidak dijelaskan dikirim by email atau nomer hp. Mana udh coba bbrp kali masih gk masuk pula passcodenya",2
Rudy Sasmito,"sangat sulit aplikasinya terasa berat, dan selalu gagal di buat transaksi",1
Widya Ningsih,Lemot,1
BL_official,"Kalo belum sempurna jangan di update duluu lahh, buat transaksi ngga bisa",4
Dhede Heraldhe,Diih aneeeh.. Habis di perbaharui malah eror.. Wagu,2
Leri Keren,Di update malah jadi ga bagus dan lemot,4
chris tofer,"Kacau jadi lemot, padahal sebelumnya bagus banget, tampilan sederhana udah paling cocok, sekarang malah berat ga ngerti faktor tampilan yang dirubah kenapa atau yang lain tapi ga enak parah pakainya",3
Anggi Nurmindia,Keren abis,5
Ridwan Ardian,"Setelah di update ke versi 3.0.0 bukan tambah cepet malah tambah lemot. Udah login lama pas mau transfer atau isi e wallet lama pula udah gitu pas udah masukin pin transaksi ujung2nya gagal disuruh telpon cs.. jadi gak nyaman ni Octo mobile yg sekarang, gak kaya yang versi sebelumnya",1
